person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,is_active
166,Ron,Harper,Ron Harper,"Harper, Ron",R. Harper,ron-harper,20/1/1964,Miami (Ohio),USA,Miami (Ohio)/USA,6-Jun,215.0,15,4,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,ron_harper,1986.0,2000.0,N,Y,Y,1986,1,8,N,0
1631199,Ron,Harper Jr.,Ron Harper Jr.,"Harper Jr., Ron",R. Harper Jr.,ron-harper-jr,12/4/2000,Rutgers,USA,Rutgers/USA,6-May,245.0,1,8,Forward,Active,N,1610612761,Raptors,TOR,raptors,Toronto,ron_harper_jr,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
1723,Matt,Harpring,Matt Harpring,"Harpring, Matt",M. Harpring,matt-harpring,31/5/1976,Georgia Tech,USA,Georgia Tech/USA,6-Jul,230.0,12,15,Forward,Inactive,N,1610612762,Jazz,UTA,jazz,Utah,matt_harpring,1998.0,2008.0,N,Y,Y,1998,1,15,N,0
1626149,Montrezl,Harrell,Montrezl Harrell,"Harrell, Montrezl",M. Harrell,montrezl-harrell,26/1/1994,Louisville,USA,Louisville/USA,6-Jul,240.0,8,5,Forward-Center,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,montrezl_harrell,2015.0,2023.0,Y,Y,Y,2015,2,32,N,1
202725,Josh,Harrellson,Josh Harrellson,"Harrellson, Josh",J. Harrellson,josh-harrellson,12/2/1989,Kentucky,USA,Kentucky/USA,6-Oct,275.0,4,55,Forward-Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,josh_harrellson,2011.0,2013.0,N,Y,Y,2011,2,45,N,0
2492,Adam,Harrington,Adam Harrington,"Harrington, Adam",A. Harrington,adam-harrington,5/7/1980,Auburn,USA,Auburn/USA,6-May,200.0,2,21,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,adam_harrington,2002.0,2002.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1733,Al,Harrington,Al Harrington,"Harrington, Al",A. Harrington,al-harrington,17/2/1980,St. Patrick HS (NJ),USA,St. Patrick HS (NJ)/USA,6-Sep,245.0,16,7,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,al_harrington,1998.0,2013.0,N,Y,Y,1998,1,25,N,0
2454,Junior,Harrington,Junior Harrington,"Harrington, Junior",J. Harrington,junior-harrington,2/10/1980,Wingate,USA,Wingate/USA,6-Apr,190.0,4,10,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,junior_harrington,2002.0,2006.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76956,Art,Harris,Art Harris,"Harris, Art",A. Harris,art-harris,13/1/1947,Stanford,USA,Stanford/USA,6-Apr,185.0,4,23,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_art_harris,1968.0,1971.0,N,Y,Y,1968,2,16,N,0
76957,Bernie,Harris,Bernie Harris,"Harris, Bernie",B. Harris,bernie-harris,26/11/1950,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-Oct,200.0,1,34,Forward,Inactive,N,1610612746,Braves,BUF,clippers,Buffalo,HISTADD_bernie_harris,1974.0,1974.0,N,Y,Y,1974,4,63,N,0
76959,Bob,Harris,Bob Harris,"Harris, Bob",B. Harris,bob-harris,16/3/1927,Oklahoma State,USA,Oklahoma State/USA,6-Jul,195.0,5,13,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_bob_harris,1949.0,1953.0,N,Y,Y,1949,1,3,N,0
76958,Chris,Harris,Chris Harris,"Harris, Chris",C. Harris,chris-harris,11/8/1933,Dayton,USA,Dayton/USA,6-Mar,190.0,1,3,Guard,Inactive,N,1610612758,Royals,ROC,kings,Rochester,HISTADD_chris_harris,1955.0,1955.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
2734,Devin,Harris,Devin Harris,"Harris, Devin",D. Harris,devin-harris,27/2/1983,Wisconsin,USA,Wisconsin/USA,6-Mar,185.0,16,34,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,devin_harris,2004.0,2018.0,N,Y,Y,2004,1,5,N,0
203548,Elias,Harris,Elias Harris,"Harris, Elias",E. Harris,elias-harris,6/7/1989,Gonzaga,Germany,Gonzaga/Germany,6-Aug,239.0,1,,Forward,Inactive,N,0,,,,,elias_harris,2013.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
203914,Gary,Harris,Gary Harris,"Harris, Gary",G. Harris,gary-harris,14/9/1994,Michigan State,USA,Michigan State/USA,6-Apr,210.0,9,14,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,gary_harris,2014.0,2023.0,N,Y,Y,2014,1,19,N,1
1630223,Jalen,Harris,Jalen Harris,"Harris, Jalen",J. Harris,jalen-harris,14/8/1998,Nevada,USA,Nevada/USA,6-May,195.0,2,,Guard,Inactive,N,0,,,,,jalen_harris,2020.0,2020.0,Y,Y,Y,2020,2,59,N,1
203925,Joe,Harris,Joe Harris,"Harris, Joe",J. Harris,joe-harris,6/9/1991,Virginia,USA,Virginia/USA,6-Jun,220.0,9,12,Guard-Forward,Active,N,1610612751,Nets,BKN,nets,Brooklyn,joe_harris,2014.0,2023.0,Y,Y,Y,2014,2,33,N,1
1630284,Kevon,Harris,Kevon Harris,"Harris, Kevon",K. Harris,kevon-harris,24/6/1997,Stephen F. Austin,USA,Stephen F. Austin/USA,6-Jun,216.0,1,7,Guard,Active,N,1610612753,Magic,ORL,magic,Orlando,kevon_harris,2022.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
446,Lucious,Harris,Lucious Harris,"Harris, Lucious",L. Harris,lucious-harris,18/12/1970,Long Beach State,USA,Long Beach State/USA,6-May,205.0,12,,Guard,Inactive,N,0,,,,,lucious_harris,1993.0,2004.0,N,Y,Y,1993,2,28,N,0
202412,Manny,Harris,Manny Harris,"Harris, Manny",M. Harris,manny-harris,21/9/1989,Michigan,USA,Michigan/USA,6-May,185.0,5,6,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,manny_harris,2010.0,2016.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
200839,Mike,Harris,Mike Harris,"Harris, Mike",M. Harris,mike-harris,15/6/1983,Rice,USA,Rice/USA,6-Jun,242.0,4,,Forward,Inactive,N,0,,,,,mike_harris,2007.0,2013.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76960,Steve,Harris,Steve Harris,"Harris, Steve",S. Harris,steve-harris,15/10/1963,Tulsa,USA,Tulsa/USA,6-May,195.0,5,20,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_steve_harris,1985.0,1989.0,N,Y,Y,1985,1,19,N,0
202227,Terrel,Harris,Terrel Harris,"Harris, Terrel",T. Harris,terrel-harris,10/8/1987,Oklahoma State,USA,Oklahoma State/USA,6-Apr,190.0,3,12,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,terrel_harris,2011.0,2012.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
202699,Tobias,Harris,Tobias Harris,"Harris, Tobias",T. Harris,tobias-harris,15/7/1992,Tennessee,USA,Tennessee/USA,6-Jul,226.0,12,12,Forward,Active,N,1610612755,76ers,PHI,sixers,Philadelphia,tobias_harris,2011.0,2023.0,N,Y,Y,2011,1,19,N,1
76961,Tony,Harris,Tony Harris,"Harris, Tony",T. Harris,tony-harris,13/5/1967,New Orleans,USA,New Orleans/USA,6-Mar,190.0,3,43,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_tony_harris,1990.0,1994.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1626151,Aaron,Harrison,Aaron Harrison,"Harrison, Aaron",A. Harrison,aaron-harrison,28/10/1994,Kentucky,USA,Kentucky/USA,6-Jun,210.0,3,9,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,aaron_harrison,2015.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
1626150,Andrew,Harrison,Andrew Harrison,"Harrison, Andrew",A. Harrison,andrew-harrison,28/10/1994,Kentucky,USA,Kentucky/USA,6-Jun,213.0,4,,Guard,Inactive,N,0,,,,,andrew_harrison,2016.0,2018.0,Y,Y,Y,2015,2,44,N,0
76962,Bob,Harrison,Bob Harrison,"Harrison, Bob",B. Harrison,bob-harrison,12/8/1927,Michigan,USA,Michigan/USA,6-Jan,190.0,9,3,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_tiger_harrison,1949.0,1957.0,N,Y,Y,1949,,,N,0
2758,David,Harrison,David Harrison,"Harrison, David",D. Harrison,david-harrison,15/8/1982,Colorado,USA,Colorado/USA,7-0,280.0,5,13,Center,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,david_harrison,2004.0,2007.0,Y,Y,Y,2004,1,29,N,0
1627885,Shaquille,Harrison,Shaquille Harrison,"Harrison, Shaquille",S. Harrison,shaquille-harrison,6/10/1993,Tulsa,USA,Tulsa/USA,6-Apr,195.0,7,0,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,shaquille_harrison,2017.0,2022.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
2078,Jason,Hart,Jason Hart,"Hart, Jason",J. Hart,jason-hart,29/4/1978,Syracuse,USA,Syracuse/USA,6-Mar,180.0,10,,Guard,Inactive,N,0,,,,,jason_hart,2000.0,2009.0,N,Y,Y,2000,2,49,N,0
1628392,Isaiah,Hartenstein,Isaiah Hartenstein,"Hartenstein, Isaiah",I. Hartenstein,isaiah-hartenstein,5/5/1998,Zalgiris,Germany,Zalgiris/Germany,7-0,250.0,5,55,Center-Forward,Active,N,1610612752,Knicks,NYK,knicks,New York,isaiah_hartenstein,2018.0,2023.0,Y,Y,Y,2017,2,43,N,1
176,Antonio,Harvey,Antonio Harvey,"Harvey, Antonio",A. Harvey,antonio-harvey,6/7/1970,Pfeiffer,USA,Pfeiffer/USA,6-Nov,250.0,8,4,Forward-Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,antonio_harvey,1993.0,2002.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
2051,Donnell,Harvey,Donnell Harvey,"Harvey, Donnell",D. Harvey,donnell-harvey,26/8/1980,Florida,USA,Florida/USA,6-Aug,220.0,6,,Forward,Inactive,N,0,,,,,donnell_harvey,2000.0,2004.0,N,Y,Y,2000,1,22,N,0
321,Scott,Haskin,Scott Haskin,"Haskin, Scott",S. Haskin,scott-haskin,19/9/1970,Oregon State,USA,Oregon State/USA,6-Nov,250.0,1,43,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,scott_haskin,1993.0,1993.0,N,Y,Y,1993,1,14,N,0
76965,Clem,Haskins,Clem Haskins,"Haskins, Clem",C. Haskins,clem-haskins,11/7/1943,Western Kentucky,USA,Western Kentucky/USA,6-Mar,195.0,9,14,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_thegem_haskins,1967.0,1975.0,N,Y,Y,1967,1,3,N,0
2617,Udonis,Haslem,Udonis Haslem,"Haslem, Udonis",U. Haslem,udonis-haslem,9/6/1980,Florida,USA,Florida/USA,6-Jul,235.0,20,40,Forward,Active,N,1610612748,Heat,MIA,heat,Miami,udonis_haslem,2003.0,2023.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,1
76967,Billy,Hassett,Billy Hassett,"Hassett, Billy",B. Hassett,billy-hassett,21/10/1921,Notre Dame,USA,Notre Dame/USA,5-Oct,180.0,2,,Guard,Inactive,N,1610612747,Lakers,MNL,lakers,Minneapolis,HISTADD_billy_hassett,1949.0,1950.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76966,Joey,Hassett,Joey Hassett,"Hassett, Joey",J. Hassett,joey-hassett,11/9/1955,Providence,USA,Providence/USA,6-May,180.0,6,10,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_joey_hassett,1977.0,1982.0,N,Y,Y,1977,3,52,N,0
76968,Scott,Hastings,Scott Hastings,"Hastings, Scott",S. Hastings,scott-hastings,3/6/1960,Arkansas,USA,Arkansas/USA,6-Oct,235.0,11,10,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_scott_hastings,1982.0,1992.0,N,Y,Y,1982,2,29,N,0
2213,Kirk,Haston,Kirk Haston,"Haston, Kirk",K. Haston,kirk-haston,10/3/1979,Indiana,USA,Indiana/USA,6-Sep,242.0,3,35,Forward,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,kirk_haston,2001.0,2002.0,N,Y,Y,2001,1,16,N,0
76969,Vern,Hatton,Vern Hatton,"Hatton, Vern",V. Hatton,vern-hatton,13/1/1936,Kentucky,USA,Kentucky/USA,6-Mar,195.0,4,17,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_vern_hatton,1958.0,1961.0,N,Y,Y,1958,2,9,N,0
1630573,Sam,Hauser,Sam Hauser,"Hauser, Sam",S. Hauser,sam-hauser,8/12/1997,Virginia,USA,Virginia/USA,6-Jul,217.0,2,30,Forward,Active,N,1610612738,Celtics,BOS,celtics,Boston,sam_hauser,2021.0,2023.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,1
76970,John,Havlicek,John Havlicek,"Havlicek, John",J. Havlicek,john-havlicek,8/4/1940,Ohio State,USA,Ohio State/USA,6-May,203.0,16,17,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_john_havlicek,1962.0,1977.0,N,Y,Y,1962,1,7,Y,0
201150,Spencer,Hawes,Spencer Hawes,"Hawes, Spencer",S. Hawes,spencer-hawes,28/4/1988,Washington,USA,Washington/USA,7-Jan,245.0,11,00,Forward-Center,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,spencer_hawes,2007.0,2016.0,Y,Y,Y,2007,1,10,N,0
76971,Steve,Hawes,Steve Hawes,"Hawes, Steve",S. Hawes,steve-hawes,26/5/1950,Washington,USA,Washington/USA,6-Sep,220.0,10,10,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_steve_hawes,1974.0,1983.0,N,Y,Y,1972,2,24,N,0
76972,Connie,Hawkins,Connie Hawkins,"Hawkins, Connie",C. Hawkins,connie-hawkins,17/7/1942,Iowa,USA,Iowa/USA,6-Aug,210.0,7,42,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_hawk_hawkins,1969.0,1975.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
765,Hersey,Hawkins,Hersey Hawkins,"Hawkins, Hersey",H. Hawkins,hersey-hawkins,29/9/1966,Bradley,USA,Bradley/USA,6-Mar,200.0,13,33,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,hersey_hawkins,1988.0,2000.0,N,Y,Y,1988,1,6,N,0
1038,Juaquin,Hawkins,Juaquin Hawkins,"Hawkins, Juaquin",J. Hawkins,juaquin-hawkins,2/7/1973,Long Beach State,USA,Long Beach State/USA,6-Jul,205.0,2,29,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,juaquin_hawkins,2002.0,2002.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76974,Marshall,Hawkins,Marshall Hawkins,"Hawkins, Marshall",M. Hawkins,marshall-hawkins,3/8/1924,Tennessee,USA,Tennessee/USA,6-Mar,205.0,1,,Forward,Inactive,N,1610610030,Olympians,INO,olympians,Indianapolis,HISTADD_marshall_hawkins,1949.0,1949.0,N,Y,Y,1948,,,N,0
1138,Michael,Hawkins,Michael Hawkins,"Hawkins, Michael",M. Hawkins,michael-hawkins,28/10/1972,Xavier,USA,Xavier/USA,,,4,,Guard,Inactive,N,0,,,,,michael_hawkins,1996.0,2000.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76975,Robert,Hawkins,Robert Hawkins,"Hawkins, Robert",R. Hawkins,robert-hawkins,30/6/1954,Illinois State,USA,Illinois State/USA,6-Apr,190.0,4,11,Guard,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,HISTADD_bubbles_hawkins,1975.0,1978.0,N,Y,Y,1975,3,51,N,0
76977,Tom,Hawkins,Tom Hawkins,"Hawkins, Tom",T. Hawkins,tom-hawkins,22/12/1936,Notre Dame,USA,Notre Dame/USA,6-May,210.0,10,33,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_hawk_j_hawkins,1959.0,1968.0,N,Y,Y,1959,1,3,N,0
76978,Nate,Hawthorne,Nate Hawthorne,"Hawthorne, Nate",N. Hawthorne,nate-hawthorne,19/1/1951,Southern Illinois,USA,Southern Illinois/USA,6-Apr,190.0,3,32,Guard,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_nate_hawthorne,1973.0,1975.0,N,Y,Y,1973,7,118,N,0
101236,Chuck,Hayes,Chuck Hayes,"Hayes, Chuck",C. Hayes,chuck-hayes,11/6/1983,Kentucky,USA,Kentucky/USA,6-Jun,240.0,11,,Forward-Center,Inactive,N,0,,,,,chuck_hayes,2005.0,2015.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76979,Elvin,Hayes,Elvin Hayes,"Hayes, Elvin",E. Hayes,elvin-hayes,17/11/1945,Houston,USA,Houston/USA,6-Sep,235.0,16,11,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_elvin_hayes,1968.0,1983.0,N,Y,Y,1968,1,1,Y,0
2553,Jarvis,Hayes,Jarvis Hayes,"Hayes, Jarvis",J. Hayes,jarvis-hayes,9/8/1981,Georgia,USA,Georgia/USA,6-Aug,228.0,8,22,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,jarvis_hayes,2003.0,2009.0,N,Y,Y,2003,1,10,N,0
1629637,Jaxson,Hayes,Jaxson Hayes,"Hayes, Jaxson",J. Hayes,jaxson-hayes,23/5/2000,Texas,USA,Texas/USA,7-0,220.0,4,10,Center-Forward,Active,N,1610612740,Pelicans,NOP,pelicans,New Orleans,jaxson_hayes,2019.0,2023.0,Y,Y,Y,2019,1,8,N,1
1630165,Killian,Hayes,Killian Hayes,"Hayes, Killian",K. Hayes,killian-hayes,27/7/2001,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-May,195.0,3,7,Guard,Active,N,1610612765,Pistons,DET,pistons,Detroit,killian_hayes,2020.0,2023.0,N,Y,Y,2020,1,7,N,1
1628502,Nigel,Hayes,Nigel Hayes,"Hayes, Nigel",N. Hayes,nigel-hayes,16/12/1994,Wisconsin,USA,Wisconsin/USA,6-Jul,254.0,1,40,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,nigel_hayes,2017.0,2017.0,Y,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76980,Steve,Hayes,Steve Hayes,"Hayes, Steve",S. Hayes,steve-hayes,2/8/1955,Idaho State,USA,Idaho State/USA,7-0,205.0,5,50,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_steve_hayes,1981.0,1985.0,N,Y,Y,1977,4,76,N,0
202330,Gordon,Hayward,Gordon Hayward,"Hayward, Gordon",G. Hayward,gordon-hayward,23/3/1990,Butler,USA,Butler/USA,6-Jul,225.0,13,20,Forward,Active,N,1610612766,Hornets,CHA,hornets,Charlotte,gordon_hayward,2010.0,2023.0,N,Y,Y,2010,1,9,N,1
202351,Lazar,Hayward,Lazar Hayward,"Hayward, Lazar",L. Hayward,lazar-hayward,26/11/1986,Marquette,USA,Marquette/USA,6-Jun,225.0,4,,Forward,Inactive,N,0,,,,,lazar_hayward,2010.0,2012.0,Y,Y,Y,2010,1,30,N,0
2217,Brendan,Haywood,Brendan Haywood,"Haywood, Brendan",B. Haywood,brendan-haywood,27/11/1979,North Carolina,USA,North Carolina/USA,7-0,263.0,13,33,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,brendan_haywood,2001.0,2014.0,N,Y,Y,2001,1,20,N,0
76981,Spencer,Haywood,Spencer Haywood,"Haywood, Spencer",S. Haywood,spencer-haywood,22/4/1949,Detroit,USA,Detroit/USA,6-Aug,225.0,12,24,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_spencer_haywood,1970.0,1982.0,N,Y,Y,1971,2,30,N,0
76982,John W.,Hazen,John W. Hazen,"Hazen, John W.",J. Hazen,john-w-hazen,2/3/1927,Indiana State,USA,Indiana State/USA,6-Feb,172.0,1,3-Oct,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_john_hazen,1948.0,1948.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76983,Walt,Hazzard,Walt Hazzard,"Hazzard, Walt",W. Hazzard,walt-hazzard,15/4/1942,UCLA,USA,UCLA/USA,6-Feb,185.0,10,42,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_walt_hazzard,1964.0,1973.0,N,Y,Y,1964,,,N,0
101129,Luther,Head,Luther Head,"Head, Luther",L. Head,luther-head,26/11/1982,Illinois,USA,Illinois/USA,6-Mar,185.0,6,,Guard,Inactive,N,0,,,,,luther_head,2005.0,2010.0,Y,Y,Y,2005,1,24,N,0
1049,Shane,Heal,Shane Heal,"Heal, Shane",S. Heal,shane-heal,6/9/1970,Sydney Kings,Australia,Sydney Kings/Australia,6-0,180.0,2,,Guard,Inactive,N,0,,,,,shane_heal,1996.0,2003.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76984,Brian,Heaney,Brian Heaney,"Heaney, Brian",B. Heaney,brian-heaney,3/9/1946,Acadia (CAN),USA,Acadia (CAN)/USA,6-Feb,180.0,1,11,Guard,Inactive,N,1610612764,Bullets,BLT,wizards,Baltimore,HISTADD_brian_heaney,1969.0,1969.0,N,Y,Y,1969,19,215,N,0
76985,Garfield,Heard,Garfield Heard,"Heard, Garfield",G. Heard,garfield-heard,3/5/1948,Oklahoma,USA,Oklahoma/USA,6-Jun,219.0,11,24,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_gar_heard,1970.0,1980.0,N,Y,Y,1970,3,40,N,0
203687,Reggie,Hearn,Reggie Hearn,"Hearn, Reggie",R. Hearn,reggie-hearn,14/8/1991,Northwestern,USA,Northwestern/USA,6-May,210.0,2,38,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,reggie_hearn,2017.0,2017.0,Y,Y,Y,2013,0,0,N,0
76987,Alvin,Heggs,Alvin Heggs,"Heggs, Alvin",A. Heggs,alvin-heggs,8/12/1967,Texas-Austin,USA,Texas-Austin/USA,6-Aug,225.0,1,55,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_alvin_heggs,1995.0,1995.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76988,Tom,Heinsohn,Tom Heinsohn,"Heinsohn, Tom",T. Heinsohn,tom-heinsohn,26/8/1934,Holy Cross,USA,Holy Cross/USA,6-Jul,218.0,9,15,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_tom_heinsohn,1956.0,1964.0,N,Y,Y,1956,,,N,0
76989,Dick,Hemric,Dick Hemric,"Hemric, Dick",D. Hemric,dick-hemric,29/8/1933,Wake Forest,USA,Wake Forest/USA,6-Jun,220.0,2,20,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_dick_hemric,1955.0,1956.0,N,Y,Y,1955,2,10,N,0
673,Alan,Henderson,Alan Henderson,"Henderson, Alan",A. Henderson,alan-henderson,2/12/1972,Indiana,USA,Indiana/USA,6-Sep,240.0,13,44,Forward-Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,alan_henderson,1995.0,2006.0,N,Y,Y,1995,1,16,N,0
1538,Cedric,Henderson,Cedric Henderson,"Henderson, Cedric",C. Henderson,cedric-henderson,11/3/1975,Memphis,USA,Memphis/USA,6-Jul,225.0,6,45,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,cedric_henderson,1997.0,2002.0,N,Y,Y,1997,2,44,N,0
76990,Cedric,Henderson,Cedric Henderson,"Henderson, Cedric",C. Henderson,cedric-henderson,3/10/1965,Georgia,USA,Georgia/USA,6-Aug,210.0,1,,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_cedric_henderson,1986.0,1986.0,N,Y,Y,1986,2,32,N,0
76991,Dave,Henderson,Dave Henderson,"Henderson, Dave",D. Henderson,dave-henderson,21/7/1964,Duke,USA,Duke/USA,6-May,195.0,1,3,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,HISTADD_dave_henderson,1987.0,1987.0,N,Y,Y,1986,3,58,N,0
76993,Gerald,Henderson,Gerald Henderson,"Henderson, Gerald",G. Henderson,gerald-henderson,16/1/1956,Virginia Commonwealth,USA,Virginia Commonwealth/USA,6-Feb,175.0,13,12,Guard,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_gerald_henderson,1979.0,1991.0,N,Y,Y,1978,3,64,N,0
201945,Gerald,Henderson,Gerald Henderson,"Henderson, Gerald",G. Henderson,gerald-henderson,9/12/1987,Duke,USA,Duke/USA,6-May,215.0,9,12,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,gerald_henderson,2009.0,2016.0,N,Y,Y,2009,1,12,N,0
1764,J.R.,Henderson,J.R. Henderson,"Henderson, J.R.",J. Henderson,jr-henderson,30/10/1976,UCLA,USA,UCLA/USA,6-Aug,233.0,1,52,Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,j.r._henderson,1998.0,1998.0,N,Y,Y,1998,2,56,N,0
76992,Jerome,Henderson,Jerome Henderson,"Henderson, Jerome",J. Henderson,jerome-henderson,5/10/1959,New Mexico,USA,New Mexico/USA,6-Nov,230.0,2,40,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_jerome_henderson,1985.0,1986.0,N,Y,Y,Undrafted,Undrafted,Undrafted,N,0
76994,Kevin,Henderson,Kevin Henderson,"Henderson, Kevin",K. Henderson,kevin-henderson,22/3/1964,California State-Fullerton,USA,California State-Fullerton/USA,6-Apr,195.0,2,12,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_kevin_henderson,1986.0,1987.0,N,Y,Y,1986,3,50,N,0
76996,Tom,Henderson,Tom Henderson,"Henderson, Tom",T. Henderson,tom-henderson,26/1/1952,Hawaii,USA,Hawaii/USA,6-Mar,190.0,9,6,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_tom_henderson,1974.0,1982.0,N,Y,Y,1974,1,7,N,0
971,Mark,Hendrickson,Mark Hendrickson,"Hendrickson, Mark",M. Hendrickson,mark-hendrickson,23/6/1974,Washington State,USA,Washington State/USA,6-Sep,220.0,4,,Forward,Inactive,N,0,,,,,mark_hendrickson,1996.0,1999.0,N,Y,Y,1996,2,31,N,0
76998,Larry,Hennessy,Larry Hennessy,"Hennessy, Larry",L. Hennessy,larry-hennessy,20/5/1929,Villanova,USA,Villanova/USA,6-Mar,185.0,1,4,Guard,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_larry_hennessy,1955.0,1955.0,N,Y,Y,1953,2,,N,0
